frame,speed_mps,dist_m,total_dist_m
1992,1.58,0.09,216.13
1993,1.5,0.03,216.16
1994,0.7,0.03,216.19
1995,0.69,0.01,216.2
1996,1.27,0.03,216.23
1997,1.53,0.08,216.32
1998,2.56,0.03,216.35
1999,3.09,0.14,216.49
2000,3.09,0.14,216.63
2001,2.83,0.03,216.66
2002,2.26,0.11,216.77
2003,2.73,0.08,216.85
2004,2.11,0.08,216.93
2005,2.63,0.05,216.98
2006,2.08,0.13,217.12
2007,1.68,0.03,217.14
2008,1.23,0.01,217.15
2009,1.32,0.09,217.24
2010,1.67,0.04,217.27
2011,5.63,0.04,217.32
2013,7.12,0.48,217.8
2015,8.14,0.18,217.99
2018,3.39,0.15,218.13
2019,2.05,0.01,218.14
2020,1.28,0.05,218.19
2021,1.91,0.07,218.26
2022,2.37,0.07,218.33
2023,2.03,0.1,218.43
2024,1.4,0.04,218.46
2025,0.82,0.01,218.47
2026,0.97,0.04,218.51
2027,1.39,0.05,218.56
2028,1.71,0.05,218.61
2029,1.39,0.07,218.68
2030,1.57,0.02,218.7
2031,1.93,0.07,218.77
2032,2.12,0.11,218.87
2033,3.54,0.04,218.91
2034,3.11,0.21,219.12
2035,3.83,0.06,219.18
2036,2.23,0.11,219.29
2037,3.19,0.05,219.34
2038,3.0,0.16,219.5
2039,3.91,0.09,219.59
2040,3.21,0.14,219.74
2041,3.22,0.09,219.83
2042,2.2,0.09,219.92
2043,1.95,0.04,219.96
2044,1.68,0.06,220.02
2045,1.79,0.06,220.08
2046,1.32,0.05,220.13
2047,1.08,0.02,220.15
2048,0.66,0.04,220.19
2049,1.12,0.01,220.2
2050,1.68,0.06,220.26
2051,2.3,0.1,220.36
2052,2.75,0.07,220.43
2053,2.94,0.11,220.54
2054,2.58,0.11,220.65
2055,1.94,0.04,220.69
2056,2.48,0.04,220.73
2057,2.77,0.17,220.9
2058,2.5,0.06,220.97
2059,2.23,0.02,220.98
2060,1.95,0.14,221.12
2061,2.17,0.04,221.16
2062,1.11,0.04,221.2
2063,0.94,0.04,221.24
2064,2.23,0.02,221.25
2065,3.05,0.17,221.42
2066,3.27,0.12,221.54
2067,1.76,0.04,221.58
2068,2.06,0.02,221.6
2069,2.76,0.15,221.75
2070,3.68,0.11,221.86
2071,2.93,0.11,221.97
2072,1.82,0.07,222.04
2073,0.71,0.0,222.04
2074,0.35,0.0,222.04
2075,0.35,0.04,222.07
2076,0.44,0.0,222.07
2077,0.48,0.01,222.08
2078,1.2,0.04,222.12
2079,1.5,0.07,222.19
2080,1.91,0.04,222.23
2081,1.6,0.08,222.31
2082,1.93,0.04,222.35
2083,1.13,0.07,222.43
2084,0.73,0.0,222.43
2085,0.09,0.0,222.43
2086,0.44,0.01,222.44
2087,0.44,0.04,222.47
2088,0.72,0.0,222.47
2089,0.45,0.04,222.51
2090,0.54,0.01,222.52
2091,0.53,0.01,222.53
2092,1.2,0.04,222.56
2093,1.87,0.08,222.64
2094,2.68,0.08,222.71
2095,2.49,0.12,222.83
2096,1.91,0.06,222.88
2097,1.19,0.02,222.9
2098,1.02,0.04,222.95
2099,1.24,0.04,222.99
2100,1.43,0.04,223.03
2101,1.48,0.06,223.09
2102,1.48,0.04,223.14
2103,1.2,0.04,223.17
2104,1.12,0.04,223.21
2105,1.09,0.04,223.25
2106,0.73,0.04,223.28
2107,0.81,0.0,223.28
2108,0.53,0.04,223.33
2109,0.89,0.01,223.34
2110,1.94,0.04,223.37
2111,3.79,0.15,223.52
2112,4.2,0.19,223.72
2113,4.34,0.08,223.79
2114,2.67,0.16,223.96
2115,3.41,0.03,223.98
2116,3.33,0.15,224.13
2117,5.69,0.16,224.29
2118,5.76,0.26,224.55
2119,4.68,0.16,224.71
2120,2.44,0.05,224.76
2121,1.27,0.04,224.8
2122,1.23,0.04,224.84
2123,1.02,0.04,224.88
2124,0.98,0.02,224.9
2125,0.75,0.04,224.94
2126,0.95,0.02,224.95
2127,1.05,0.04,224.99
2128,1.25,0.05,225.04
2129,1.28,0.04,225.08
2130,1.28,0.04,225.12
2131,1.27,0.05,225.17
2132,1.25,0.04,225.21
2133,1.53,0.04,225.25
2134,1.15,0.08,225.32
2135,1.55,0.0,225.32
2136,1.98,0.08,225.4
2137,2.45,0.12,225.52
2138,2.06,0.05,225.57
2139,3.21,0.04,225.61
2140,4.31,0.23,225.84
2141,6.29,0.16,226.0
2142,4.78,0.24,226.24
2143,4.01,0.08,226.32
2144,2.03,0.08,226.4
2145,1.62,0.04,226.44
2146,1.23,0.04,226.48
2147,0.83,0.04,226.52
2148,1.22,0.0,226.52
2149,1.61,0.08,226.6
2150,1.7,0.08,226.68
2151,1.34,0.01,226.69
2152,0.73,0.04,226.74
2153,1.12,0.02,226.76
2154,1.12,0.05,226.8
2155,2.12,0.04,226.85
2156,1.64,0.12,226.97
2157,1.6,0.0,226.97
2158,0.81,0.04,227.01
2159,1.6,0.04,227.05
2160,1.6,0.08,227.13
2161,1.29,0.04,227.17
2162,1.29,0.01,227.18
2163,1.68,0.08,227.26
2164,2.01,0.08,227.34
2165,1.41,0.04,227.38
2166,1.53,0.02,227.4
2167,1.29,0.09,227.49
2168,1.19,0.02,227.51
2169,1.13,0.01,227.52
2170,1.75,0.08,227.6
2171,2.09,0.08,227.68
2172,2.12,0.04,227.73
2173,2.51,0.09,227.81
2174,3.24,0.12,227.93
2175,2.46,0.12,228.05
2176,1.65,0.01,228.06
2177,0.97,0.04,228.1
2178,2.09,0.05,228.15
2179,2.06,0.12,228.27
2180,1.67,0.04,228.31
2181,0.83,0.01,228.31
2182,2.0,0.04,228.35
2183,3.04,0.15,228.5
2184,3.13,0.11,228.62
2185,1.78,0.05,228.66
2186,1.04,0.02,228.68
2187,0.95,0.04,228.72
2188,1.23,0.04,228.76
2189,1.22,0.05,228.81
2190,1.02,0.04,228.84
2191,1.77,0.02,228.86
2192,1.49,0.12,228.98
2193,1.67,0.01,228.99
2194,0.83,0.04,229.03
2195,1.48,0.04,229.07
2196,1.48,0.07,229.14
2197,3.33,0.04,229.18
2198,2.96,0.22,229.4
2199,3.35,0.04,229.44
2200,1.13,0.08,229.51
