frame,x,y
2082,964,484
2083,966,486
2084,966,486
2085,966,486
2086,967,486
2087,967,487
2088,967,487
2089,968,486
2090,969,486
2091,970,486
2092,970,485
2093,973,483
2094,976,481
2095,981,484
2096,986,483
2097,988,483
2098,991,484
2099,993,485
2100,995,486
2101,1001,485
2102,1006,485
2103,1008,486
2104,1012,486
2105,1013,485
2106,1014,486
2107,1014,486
2108,1017,485
2109,1018,485
2110,1022,485
2111,1027,481
2112,1035,476
2113,1038,474
2114,1046,470
2115,1049,470
2116,1053,466
2117,1058,462
2118,1061,455
2119,1066,451
2120,1069,452
2121,1070,451
2122,1072,452
2123,1074,453
2124,1076,453
2125,1076,452
2126,1078,452
2127,1079,451
2128,1082,450
2129,1081,449
2130,1083,450
2131,1086,449
2132,1086,450
2133,1087,449
2134,1087,447
2135,1087,447
2136,1089,445
2137,1092,442
2138,1095,443
2139,1096,442
2140,1098,436
2141,1096,432
2142,1097,426
2143,1099,424
2144,1098,422
2145,1098,421
2146,1097,420
2147,1098,419
2148,1098,419
2149,1098,421
2150,1098,423
2151,1097,423
2152,1095,424
2153,1093,424
2154,1096,425
2155,1094,426
2156,1094,429
2157,1094,429
2158,1095,430
2159,1096,431
2160,1095,433
2161,1094,432
2162,1093,432
2163,1092,434
2164,1091,432
2165,1089,431
2166,1087,431
2167,1082,429
2168,1080,429
2169,1079,429
2170,1076,431
2171,1074,433
2172,1072,434
2173,1068,436
2174,1065,439
2175,1065,442
2176,1064,442
2177,1063,443
2178,1060,444
2179,1056,447
2180,1052,447
2181,1051,447
2182,1047,447
2183,1045,451
2184,1045,454
2185,1042,453
2186,1040,453
2187,1039,454
2188,1039,455
2189,1036,456
2190,1036,457
2191,1034,457
2192,1029,460
2193,1028,460
2194,1024,460
2195,1024,461
2196,1023,463
2197,1019,463
2198,1016,469
2199,1015,470
2200,1013,472
